id,imdb_id
15749,tt0887971
14405,tt1014775
43985,tt0847050
20065,tt0491109
14089,tt0363240
208385,tt0899137
84050,tt0054866
9999,tt0499101
125749,tt0017918
111759,tt0015758
8905,tt1233381
3520,tt0059015
43372,tt0043332
77650,tt0043363
17704,tt0113676
36571,tt0089026
36572,tt0092891
37327,tt0043117
28684,tt0372803
8841,tt1068646
54615,tt0043129
13220,tt1031280
16509,tt1016164
34867,tt0118840
10565,tt0195001
6972,tt0455824
13053,tt0397892
32862,tt0036307
10139,tt1013753
29320,tt0027521
8966,tt1099212
16342,tt1172571
13387,tt1129442
12193,tt0369436
14574,tt0914798
10900,tt0409345
56256,tt0289320
14438,tt1129423
14248,tt0465502
20919,tt0837791
12224,tt0233044
10360,tt0986233
14299,tt1042877
13056,tt0450314
15026,tt0101988
13793,tt1037218
38831,tt0053746
45838,tt0008874
13394,tt0897387
2574,tt0052556
72495,tt0022694
34283,tt0828154
114390,tt0065853
14447,tt1118511
17157,tt1032746
1964,tt0441762
44626,tt0039581
65502,tt0067109
17912,tt0107065
43962,tt0041622
28148,tt0087805
93260,tt1068634
109539,tt0046384
116973,tt0030150
74485,tt0878134
174122,tt0145605
200311,tt0298072
10200,tt0970416
8881,tt0892255
8880,tt0374569
11127,tt0844760
18117,tt1135968
109711,tt0030254
18926,tt0039208
86782,tt0049601
25852,tt1151915
39407,tt0036715
39409,tt0044078
37584,tt1285130
14359,tt0918927
126754,tt0099601
13223,tt1205489
11499,tt0870111
8055,tt0976051
3054,tt0065225
14072,tt1182937
20542,tt0361500
12449,tt0990361
5816,tt0476681
13980,tt1121794
8276,tt1068649
61751,tt0143323
11321,tt0814314
52615,tt0478207
41966,tt0095871
89453,tt0450363
120862,tt0022628
42655,tt0278781
12163,tt1125849
14772,tt0955298
27991,tt0024262
87894,tt0018179
9050,tt0100625
86082,tt0184773
79090,tt0182766
47499,tt0304547
60488,tt0034465
111302,tt0016655
112912,tt0036629
80616,tt0036172
2694,tt0949564
39558,tt0052794
36573,tt0095022
4922,tt0421715
159849,tt0173769
10201,tt1068680
75686,tt0107107
297983,tt1241326
2253,tt0985699
14422,tt1029134
40873,tt1003116
38142,tt0983213
34812,tt0449040
16268,tt1183733
15033,tt0902270
14806,tt1078899
51817,tt0326449
84397,tt0043476
59158,tt0023935
105371,tt1028539
6936,tt0953318
13954,tt0996979
13406,tt0783601
14357,tt1110272
185156,tt0080945
10202,tt0960731
28564,tt0025464
23604,tt0320668
13973,tt1024715
4148,tt0959337
194113,tt0212579
51247,tt0094754
17845,tt0926762
13827,tt0976247
362026,tt0471019
15676,tt0483756
15584,tt1152758
13971,tt1024255
89573,tt0022753
13813,tt1034303
13180,tt1332128
42366,tt0013075
14306,tt0822832
8049,tt0864770
20028,tt0038462
141971,tt1180333
31047,tt0498360
8927,tt1232826
53519,tt0011293
53518,tt0012512
70191,tt0064379
51808,tt0059565
18151,tt0762133
28256,tt0028219
16205,tt0816539
15331,tt0847487
17287,tt0462485
50988,tt0366596
113916,tt0027664
29741,tt0052880
29262,tt0373747
9795,tt0407384
87790,tt0207359
26758,tt0048339
25528,tt0101326
8942,tt1152850
13690,tt1107365
16409,tt1046947
113921,tt0042372
27244,tt0089060
35945,tt0097534
54406,tt0379053
10596,tt0238552
60547,tt0044573
368955,tt1157604
49256,tt0441297
86084,tt0184254
13944,tt0449487
10199,tt0420238
10521,tt0901476
26235,tt0447166
13635,tt1259014
14435,tt1179891
52886,tt0092732
37373,tt0050549
170094,tt0850307
260528,tt0263366
13177,tt0850253
34696,tt1072437
221861,tt0209919
114403,tt0081169
14139,tt0480669
16999,tt1135493
8280,tt0487419
125705,tt0243951
36746,tt0350002
36402,tt0426173
317,tt0464029
12437,tt0834001
2309,tt0494238
86363,tt0049286
60542,tt0040082
162865,tt0183997
47658,tt0844761
31688,tt1305871
14076,tt1038915
13942,tt0818165
18543,tt0105251
21029,tt0110982
50307,tt0021408
49511,tt0118852
27440,tt0772200
13825,tt0464041
250093,tt0068912
15227,tt0080772
14560,tt1114740
14410,tt0472198
13788,tt1139668
13429,tt0988849
6733,tt0487271
14871,tt0822868
35077,tt0039029
14353,tt0963194
27447,tt0287140
14254,tt0815245
16137,tt0792986
17803,tt0106188
101838,tt0441627
214436,tt0319821
14549,tt1020055
80193,tt0022681
169869,tt0062742
56816,tt0969307
38205,tt0133906
168261,tt1139618
10529,tt0462465
75880,tt0024873
160783,tt0042279
58782,tt0879801
62753,tt0046757
417285,tt0181002
14582,tt1092082
46595,tt0070136
50318,tt0393329
253116,tt0139745
94533,tt0051393
44052,tt0046791
63938,tt0200299
1977,tt1053859
46725,tt0113421
13510,tt1020530
15554,tt0115398
14836,tt0327597
48350,tt0067630
97915,tt0058481
141971,tt1180333
24194,tt0092074
14851,tt0961728
13455,tt0465580
4959,tt0963178
10362,tt1103275
10184,tt1001508
16170,tt0805576
14849,tt1079444
36764,tt0070860
111459,tt0038392
37309,tt0038395
131729,tt0119865
52105,tt0065867
60539,tt0043408
28196,tt0003643
1560,tt0100623
85394,tt1263736
15060,tt1054487
26900,tt0116231
15189,tt0785006
133328,tt0069951
13492,tt0814685
70089,tt0240425
4832,tt0492931
135938,tt0114626
7353,tt0961108
14711,tt1265998
49600,tt0067327
24171,tt0825241
47980,tt0275434
5677,tt0090192
44618,tt0068916
25405,tt1019454
73953,tt0808148
1961,tt0489235
15148,tt0489225
54838,tt0120028
15945,tt1133995
171840,tt0173957
68190,tt1320355
14204,tt0991167
20829,tt1201167
30508,tt0211946
15039,tt1194271
13639,tt0490377
47561,tt0079153
18884,tt0208629
26036,tt0049010
434306,tt0119211
14977,tt1103256
157909,tt0414510
21851,tt0831916
15105,tt1116186
17314,tt1014801
24351,tt0783518
94405,tt0048056
110761,tt0756206
38087,tt1237838
16177,tt0948532
79331,tt0051688
36499,tt0024124
15268,tt0891592
17317,tt0910934
434,tt0475317
15670,tt1142800
206034,tt0019699
19255,tt1176740
43034,tt0053901
29117,tt0039941
14979,tt1112782
18208,tt0479275
41054,tt0050458
37468,tt0042249
8832,tt1023490
8279,tt0869994
14063,tt0497316
13207,tt0758746
15067,tt0901487
14853,tt1214983
15159,tt0838232
18529,tt0479044
7916,tt0400426
38789,tt0373915
90324,tt1200060
67384,tt0269771
42818,tt0022125
29717,tt1059773
43873,tt0027489
17158,tt0869152
24221,tt0782154
17077,tt0961066
47497,tt1080930
10049,tt0493424
9914,tt0448114
40227,tt0091767
20421,tt0102802
125858,tt0388474
111014,tt0195630
14301,tt1227926
8382,tt0431114
13849,tt0465430
27061,tt0052733
43146,tt0022877
85330,tt0488023
53574,tt0028653
74286,tt0041445
30906,tt1104783
26939,tt0093811
26127,tt0106309
13613,tt0489018
16538,tt1155056
19998,tt0041178
5334,tt0055796
26387,tt0040643
7517,tt0432318
34474,tt0022698
13094,tt0926063
18781,tt0492044
27757,tt0186311
16558,tt1135487
13811,tt0448011
17003,tt0990413
80314,tt0304296
161006,tt1164092
16353,tt0785035
15472,tt1132620
52528,tt0086981
13090,tt0862846
15854,tt1287845
53651,tt0044683
58076,tt0036037
143240,tt0400688
73856,tt0442947
14180,tt0416243
36836,tt0368296
17166,tt1103984
47739,tt0048199
16325,tt1124039
113321,tt0778749
17097,tt0465375
46799,tt0067885
19950,tt1385824
15512,tt0892782
14735,tt0493402
24220,tt0449573
21946,tt0825239
20529,tt1172203
30155,tt0943326
39914,tt0405977
42914,tt0023590
36392,tt0097676
62437,tt0067324
6968,tt0765432
13161,tt0490086
16197,tt0116036
53828,tt0024902
34015,tt0498329
13808,tt0494277
14637,tt1073241
15912,tt1085507
18096,tt0478329
18094,tt1157605
33811,tt0041198
53863,tt0027040
16991,tt1197628
99283,tt0022279
94854,tt0033173
43396,tt0043090
16614,tt1091722
31273,tt0128378
18558,tt0475380
16071,tt0418586
20048,tt1093908
8747,tt0865297
16258,tt1234541
15451,tt1173745
330711,tt0221455
82962,tt0073241
22705,tt0200192
16005,tt0981072
55748,tt0387701
39331,tt0377651
284117,tt1198399
55500,tt0107751
14164,tt1098327
3632,tt0027623
9841,tt0787505
91099,tt0439860
97421,tt0042629
43250,tt0050652
142973,tt0365100
55773,tt0026676
1940,tt0053182
33726,tt0053690
61070,tt0047338
93562,tt0045991
13557,tt0435653
10041,tt0454839
31132,tt0127626
13804,tt1013752
34796,tt0020768
35849,tt0037761
45965,tt0038268
19976,tt0792948
1387,tt0094075
21376,tt0079168
16867,tt0833960
19833,tt1226774
16919,tt1249171
15580,tt1294790
15801,tt1133991
8902,tt0803029
19618,tt0046878
83099,tt0045737
27644,tt0053220
18947,tt1131729
128857,tt0180443
46096,tt0041886
67857,tt0410321
16996,tt0974661
168538,tt0084387
8833,tt0087481
16869,tt0361748
16995,tt0473705
99224,tt0045992
94139,tt0041610
10000,tt0109747
91603,tt0318413
84908,tt0026614
45882,tt0395461
21641,tt1226271
13119,tt0814131
15092,tt1121931
51472,tt0010155
51263,tt0017437
24365,tt0491720
38872,tt0190506
95977,tt0044872
17431,tt1182345
38870,tt0110274
67849,tt0120619
112582,tt0121297
205410,tt0019400
13123,tt1241195
33974,tt1038043
45949,tt0276216
18320,tt0962736
49571,tt0057829
53204,tt0462441
17436,tt0865554
30843,tt1205551
2080,tt0458525
17680,tt1103982
53624,tt0026273
120528,tt1051245
17073,tt1058058
21191,tt1127715
270952,tt0107411
13475,tt0796366
24273,tt0210094
38464,tt0036705
22152,tt0363780
16279,tt0460810
6461,tt0910559
23391,tt0024500
11160,tt0079718
168643,tt1117667
19350,tt1264363
15384,tt1326972
156908,tt1331092
48116,tt0484437
15342,tt1139800
25004,tt0890883
17124,tt0448179
210487,tt0064203
64115,tt0067484
17532,tt1231277
10946,tt0393597
23590,tt0024516
30416,tt0278736
65503,tt0036092
38869,tt0084923
17027,tt0880648
15577,tt0924129
13448,tt0808151
288035,tt0279176
92312,tt0064240
80592,tt0024293
90120,tt0275410
17635,tt0893401
42738,tt0070653
14141,tt0787470
30312,tt1049400
47906,tt0079875
111752,tt0058323
122160,tt0064695
17740,tt1032819
42943,tt0026276
13532,tt0489049
18495,tt0104283
180162,tt0103877
25218,tt0810945
24053,tt0967945
53947,tt0067456
15705,tt0984200
14448,tt0996605
21583,tt1082853
534,tt0438488
18360,tt1078912
38008,tt0479046
2049,tt0943512
19375,tt0476991
23997,tt0977648
18238,tt1020885
21755,tt0844286
43378,tt0043781
121707,tt0042744
30239,tt1156173
101362,tt0060623
8211,tt0062228
8429,tt0038823
44012,tt0073198
10541,tt0920473
19955,tt0478724
90799,tt0035996
39194,tt0070605
36460,tt0081110
27502,tt0016123
15555,tt0990404
40022,tt0067429
86764,tt0056910
42062,tt0035082
14126,tt0449471
17332,tt0821642
18405,tt0844708
155426,tt0346513
21832,tt0169880
16871,tt1127180
14160,tt1049413
21967,tt0053579
14003,tt0485323
16899,tt0808244
21724,tt1153706
8282,tt0836700
31404,tt0019379
42513,tt0066989
83868,tt0024008
4934,tt0062975
15588,tt1167660
61109,tt0033606
129089,tt0030138
14857,tt1138489
17927,tt1083456
77822,tt0040970
14330,tt0120376
26508,tt0059894
28677,tt1276107
19203,tt0475286
15712,tt1314280
13975,tt0910905
18785,tt1119646
16164,tt0443559
17609,tt0870984
37924,tt0479760
43321,tt0048484
18869,tt0425151
17829,tt0040820
16345,tt1230448
81512,tt0048350
115306,tt1043537
200796,
27134,tt0415679
37024,tt0101583
53622,tt0025455
761,tt0074103
11914,tt0066423
64968,tt0119620
34300,tt0106827
58018,tt0178031
70806,tt0009937
45560,tt0080196
26506,tt0870195
13856,tt0479162
14536,tt1095174
13710,tt1024899
15084,tt0456165
14451,tt1278340
18162,tt0457400
34482,tt1059905
16324,tt1145446
50600,tt0021885
18468,tt1122599
19724,tt0780567
18487,tt1111422
8883,tt0920458
49767,tt0478149
29314,tt1278336
40465,tt0460742
10272,tt0425150
23924,tt0035429
18061,tt0080180
21179,tt1152397
42341,tt1160629
40509,tt0108596
15073,tt0409793
31544,tt0102045
84119,tt0054936
33409,tt1277737
18240,tt1041829
51260,tt0056961
28110,tt0069976
89484,tt0053917
48288,tt0492487
17610,tt1045778
8933,tt0962774
156917,tt0054169
37911,tt0048077
38773,tt0061093
8269,tt0479519
45779,tt0100152
27085,tt0073260
8940,tt1032821
133,tt0054205
20152,tt0233651
14938,tt0409681
19508,tt1389762
66770,tt0060358
12162,tt0887912
4498,tt0057643
176810,tt0026047
170477,tt0051362
75015,
18507,tt1042570
16240,tt0910847
50030,tt0042906
81223,tt0074251
24772,tt0085603
67515,tt0100079
29082,tt0006206
8284,tt1135092
4250,tt0808425
32451,tt1092007
62128,tt0772251
8373,tt1055369
62320,tt1014762
24734,tt0102178
75317,tt0782037
35404,tt0041368
91205,tt0775434
53906,tt0050562
19079,tt1034325
19265,tt1178663
12556,tt0821640
43638,tt0419815
4990,tt0073133
43192,tt0045886
11322,tt1152836
8355,tt1080016
10821,tt1166085
176241,tt1131748
47075,tt1340123
41385,tt0101874
25728,tt0043812
20301,tt0039294
24232,tt0285627
242737,tt0048213
50201,tt0098189
52109,tt0087644
251657,tt0047499
24927,tt0489244
183871,tt0119728
156063,tt0443335
10024,tt1078588
10788,tt1144804
15423,tt0475298
33321,tt0090948
69426,tt0242572
16226,tt0354690
42659,tt0021673
16440,tt1295071
37021,tt0104604
62186,tt0035195
22612,tt0025440
19913,tt1022603
47104,tt0111845
17359,tt0296108
47920,tt0026667
82474,tt0018379
45184,tt0041615
18480,tt0889583
64831,tt1015971
266814,tt1454902
4931,tt0063256
301233,tt0111464
18901,tt0073000
14728,tt1146438
16911,tt0972558
70648,tt0476323
8884,tt0893402
38940,tt0110490
19105,tt1361558
14758,tt0944101
767,tt0417741
59847,tt0091507
60623,tt0086890
14687,tt0901481
351862,tt0799948
10353,tt0120882
49360,tt1160424
245367,tt0117780
9592,tt0470055
68572,tt0195165
84278,tt0060479
43195,tt0047469
23964,tt0282171
14531,tt0837800
76465,tt0034236
51302,tt0274678
76452,tt0069823
14197,tt0404254
20174,tt0046969
48773,tt0076709
60008,tt0089937
8054,tt1054606
19929,tt1278293
123777,tt0100624
18696,tt0052604
3478,tt0068883
30713,tt0896927
54759,tt0338085
30121,tt0960098
64901,tt0109702
23720,tt1334537
14843,tt0829297
9974,tt0472118
22302,tt1194238
20382,tt0833557
53868,tt0070868
69342,tt0101660
83078,tt0090753
37516,tt0138541
19727,tt1203523
56150,tt0070248
22215,tt1179258
18635,tt1104806
4983,tt0066317
53830,tt0024805
38971,tt0358631
49691,tt0239670
39415,tt0081076
20407,tt1187041
22408,tt0048535
23286,tt0026846
69166,tt0965355
97995,tt0127834
67967,tt0035916
21208,tt1148204
131351,tt0103626
16056,tt0948547
53781,tt0026908
20943,tt1142988
67463,tt0087400
82311,tt0054476
204996,tt1221143
47870,tt0095302
104083,tt0041994
21407,tt0844479
12403,tt0971209
62547,tt0044602
15422,tt0433963
14833,tt0837796
41183,tt0315459
44578,tt1251357
20856,tt0775552
17654,tt1136608
24803,tt1135503
38879,tt1129435
17335,tt1198138
13836,tt1075417
20071,tt1161443
13730,tt0414879
15438,tt1213922
18126,tt1114677
14869,tt1046173
14415,tt1048171
30250,tt1127877
121895,tt0099341
17134,tt1160368
50719,tt0093974
17199,tt0260193
20153,tt0043131
20777,tt1119191
54982,tt0172348
18908,tt0167137
31067,tt0235376
39286,tt0465461
13752,tt1029235
22600,tt0783532
99657,tt0249248
40797,tt0025903
40743,tt0028510
17285,tt0913401
12407,tt1037156
97252,tt0294805
18440,tt0499456
22602,tt0025699
40799,tt0025969
40071,tt0088050
19422,tt1117666
31670,tt0211445
38107,tt0025830
37047,tt0414243
66949,tt0077941
64728,tt0160535
11115,tt0446676
22795,tt0104118
21878,tt1111918
18585,tt0806165
19905,tt1092633
22051,tt1185836
25902,tt0402115
16634,tt1122836
58421,tt0247419
56264,tt0112869
31913,tt0074963
14940,tt1176251
24420,tt0452694
13797,tt1104835
12605,tt0443076
128856,tt0407008
145066,tt0105790
31216,tt0830570
19556,tt1151922
23367,tt0976222
45852,tt1286800
24999,tt0493420
16710,tt1047494
19840,tt1032815
25047,tt0060305
33199,tt0996948
22025,tt1142972
25183,tt1331064
19170,tt0042771
14745,tt1045655
19585,tt0436339
41682,tt0103962
17336,tt1082601
11928,tt0964185
98289,tt0050091
18281,tt0042960
8895,tt1074929
18533,tt1172570
30319,tt0756703
18820,tt0831299
85097,tt1186238
164741,tt0228528
12839,tt0481273
15775,tt0332136
44655,tt0043018
43384,tt0044186
46351,tt0027697
38662,tt0023038
18032,tt0396707
677,tt0030522
685,tt0030523
92011,tt0118645
154430,tt0437273
49835,tt0847474
18759,tt1185837
106028,tt0469979
87683,tt0791318
42638,tt0020298
18568,tt0069446
33314,tt1320347
21657,tt1363127
8899,tt1186369
20778,tt0054821
22492,tt1229360
17153,tt0790590
21236,tt0464096
35059,tt1359554
43878,tt0028445
29967,tt0048387
68692,tt0060050
15641,tt1204979
21955,tt0075086
43303,tt1343115
25704,tt1142433
21371,tt1095442
23115,tt0047189
41427,tt1275778
184781,tt0080103
36108,tt0973844
23049,tt0865559
26914,tt0105643
121655,tt0110377
15457,tt0948535
758,tt0058382
43734,tt1196112
41496,tt0808232
12410,tt0436364
45458,tt0823240
64544,tt0092550
26320,tt1127896
41127,tt0117201
35203,tt0116607
34869,tt0847880
24150,tt1311067
65990,tt1260995
60216,tt0035884
21336,tt0038453
35044,tt0113131
2861,tt0082053
23451,tt1500516
25376,tt1305806
59314,tt0080594
12244,tt0472033
58450,tt1332054
5060,tt0060214
15809,tt1300853
29914,tt0466943
52710,tt0089066
140887,tt0024663
40979,tt0033038
22494,tt0910554
37903,tt1149362
227370,tt0331041
17899,tt0822833
18120,tt1272013
106006,tt0352524
17445,tt1384590
63581,tt1000764
23736,tt1202222
19898,tt1188729
20171,tt0475860
21700,tt0115487
57412,tt0026866
72083,tt0048394
17046,tt0382301
6309,tt0790665
10313,tt1234548
20715,tt1193627
17632,tt1323925
31936,tt0045554
40954,tt0052609
8071,tt0069398
42225,tt0076517
689,tt0073800
22774,tt1176244
53430,tt0014358
32317,tt0022150
47576,tt0063291
2979,tt1230164
17618,tt1228933
19994,tt1131734
11323,tt1130080
117531,tt0019946
42762,tt0116533
3511,tt0906734
37317,tt0048691
25900,tt0041954
29134,tt1190858
12569,tt1225822
19912,tt1144884
18501,tt1034032
22794,tt0844471
279606,tt0110936
26367,tt1385912
43757,tt0108137
23253,tt0023243
114618,tt0053455
18570,tt1286537
36703,tt1339268
46768,tt0064073
18724,tt0051380
16873,tt0858486
22326,tt1188998
25643,tt0899106
29963,tt0810784
30685,tt0450336
25549,tt0046353
63615,tt1282257
26009,tt0045124
26500,tt0374279
35113,tt0119347
40225,tt0381104
17455,tt0337636
12699,tt0354623
25532,tt0479354
23827,tt1179904
14579,tt0875705
185591,tt0039135
28299,tt0049225
16194,tt0996966
62396,tt0047582
18974,tt0053882
64450,tt1423592
44208,tt0028575
19136,tt0033704
25112,tt1153690
28051,tt0065553
20178,tt1262981
67612,tt0058006
25050,tt1087578
43360,tt0045034
41053,tt0050870
54563,tt0057336
76636,tt0073915
22074,tt1232207
91262,tt0041842
38670,tt0064300
23128,tt1313104
12573,tt1019452
28053,tt1174730
24869,tt1071804
90056,tt0001527
126597,tt0085448
36800,tt0985058
14476,tt0856778
104275,tt0085816
21398,tt1220213
23127,tt0419724
23202,tt0862856
24001,tt0907676
22798,tt1172233
23082,tt1058017
62635,tt1286798
61524,tt0034424
19959,tt0986263
18065,tt1097013
19908,tt1156398
28665,tt1016075
23044,tt1331025
54191,tt0102638
18176,tt1018818
23532,tt1038971
46068,tt0037492
33474,tt0042179
26688,tt1232783
22787,tt0365929
4786,tt0405393
24684,tt1174732
77246,tt0164013
63795,tt0044320
63978,tt0086542
11156,tt1035736
74469,tt0028313
44054,tt0881934
26763,tt1333634
99189,tt0081746
18710,tt0072761
33476,tt0047794
19899,tt1078940
23706,tt0881891
142084,tt1504402
39488,tt1360866
106254,tt0018066
11807,tt1093370
17622,tt1097643
60773,tt0056846
885,tt0018839
126136,tt0025610
23966,tt0896534
188858,tt0477331
48214,tt0009062
44685,tt0416938
43902,tt0024991
43850,tt0030063
33857,tt1499213
33380,tt0274518
70569,tt1276996
21910,tt0902290
4734,tt0103190
42678,tt0034175
44334,tt0044103
42537,tt0019558
16523,tt0386117
46931,tt0459913
1686,tt0061465
67062,tt0062352
59239,tt0054073
85927,tt0073166
63107,tt0079020
29124,tt0780524
44630,tt0075627
53423,tt0009611
37340,tt0046034
38702,tt0087983
43990,tt0097782
18214,tt0094750
3513,tt0126388
19837,tt1326194
25132,tt1100119
12572,tt0808399
22803,tt1197624
32563,tt0042464
52941,tt0068727
180576,tt0105256
33806,tt1075110
8915,tt1129445
19904,tt0814335
120518,tt0098283
24238,tt0978762
19918,tt1186370
24056,tt0471041
23512,tt0926380
31189,tt0896529
54154,tt0064386
85763,tt0057813
37637,tt0049843
94663,tt0059776
69912,tt0060860
51619,tt0044446
21058,tt0189219
30506,tt0037193
97029,tt0077309
71041,tt0052295
54419,tt0021409
89681,tt0063084
42788,tt0056371
8926,tt1224366
16398,tt1353997
24392,tt1391579
32928,tt0015167
22947,tt1193138
141640,tt0238768
168607,tt0455940
13558,tt0358500
105419,tt0079007
47430,tt0099949
34631,tt0791268
234937,tt0906743
19035,tt0084362
56619,tt0098481
26191,tt1100048
23173,tt1100053
53985,tt1482967
49167,tt0260688
39306,tt0043251
71171,tt0048919
84089,tt0465737
31021,tt0480163
173171,tt0071908
48329,tt0414469
44338,tt0096880
22447,tt1130088
43893,tt0026725
65403,tt0100879
22804,tt1233227
13576,tt1477715
108021,tt0106661
94653,tt0120393
1697,tt0780180
36949,tt0045465
38680,tt0060048
24418,tt0450405
22821,tt1300851
22800,tt1213585
24804,tt1190536
29150,tt1228953
14968,tt0475783
38065,tt0492754
16577,tt0375568
61647,tt0029347
37767,tt0079839
22820,tt1161418
10315,tt0432283
30431,tt0974014
197552,tt0112491
38984,tt1023441
36278,tt0114697
54648,tt0114108
32834,tt0196106
14834,tt0795438
53263,tt0188160
51317,tt0055310
70555,tt0052924
63401,tt0062663
84273,tt0019286
82040,tt0345672
836,tt0057654
17979,tt1067106
43370,tt0044860
113520,tt0129134
84656,tt0035881
105077,tt1286130
95600,tt0062804
84772,tt0006780
106537,tt1515158
53767,tt0052954
18930,tt0051959
4475,tt1134629
24565,tt0765849
108200,tt0032397
77121,tt0036203
52048,tt0930071
75804,tt0013688
24480,tt1425244
37060,tt0330801
176273,tt0014770
19851,tt0758751
24293,tt1054122
14161,tt1190080
22825,tt0362478
8088,tt0913425
70805,tt0120244
21581,tt1242845
22824,tt1220198
25793,tt0929632
23189,tt0042006
11699,tt1095217
18239,tt1259571
17774,tt0298296
28089,tt0790712
14859,tt0435679
7860,tt1172963
22832,tt1186367
32511,tt1337051
14172,tt0367478
19167,tt0458471
121088,tt0459127
73501,tt0834941
2261,tt0070902
9924,tt0462329
30231,tt0087866
33273,tt1242422
33035,tt1139319
55628,tt0076297
112687,tt0068498
20411,tt0783598
71329,tt0094349
32543,tt0026564
54966,tt0067546
6058,tt0120786
31002,tt0196158
34003,tt1543920
25472,tt1526300
7445,tt0765010
23269,tt0138645
411456,tt0143001
47466,tt0081040
109175,tt0128648
153118,tt0415853
18595,tt0878674
53516,tt0009932
27258,tt1267319
20764,tt0804529
25467,tt1310569
161094,tt0803005
267523,tt0938780
22881,tt0878804
97035,tt0096337
88276,tt0131149
94466,tt0066639
99875,tt0018523
126863,tt0378889
58435,tt0076147
1284,tt0257231
19116,tt0804443
25716,tt1232831
36106,tt0010806
90041,tt0130232
104776,tt0046712
8353,tt0022080
15400,tt0238414
22640,tt1247692
22949,tt0976238
36272,tt0377100
16866,tt0762125
12404,tt1175506
23951,tt1241325
30238,tt0358456
29406,tt1087527
34653,tt1315981
14452,tt1107859
18472,tt1227177
7980,tt0380510
22954,tt1057500
2143,tt0115832
10198,tt0780521
26171,tt0780511
32634,tt0055558
4597,tt0913354
37190,tt0936471
31909,tt0091276
62131,tt0091415
20606,tt1023500
139212,tt0892773
57654,tt1031947
18175,tt0448993
88067,tt0099312
30526,tt0110805
347,tt0020163
35867,tt0065417
64414,tt0053279
83491,tt0084345
56800,tt0057207
38759,tt0014109
28392,tt0040607
92432,tt0059856
55261,tt0114432
27719,tt0119872
42836,tt0022017
101382,tt0039074
47122,tt0054880
89785,tt0060063
129417,tt0030055
53161,tt0019574
82404,tt0460480
128846,tt0059503
63764,tt0038476
148597,tt0093133
46886,tt1421032
129303,tt0063417
24438,tt1314228
174598,tt0007361
125512,tt0080629
14704,tt0419704
100122,tt0242285
48496,tt0084764
33052,tt0035105
140281,tt0038084
26032,tt1305714
29697,tt0850667
16576,tt0976026
272772,tt1175500
19197,tt1129428
23947,tt1527679
25968,tt1068678
61872,tt1461312
32615,tt0070468
19995,tt0499549
10197,tt0875034
9650,tt0489070
64481,tt0273148
10268,tt0450664
22897,tt1230414
10528,tt0988045
25196,tt1263670
13988,tt1233571
36811,tt0824758
40054,tt0077768
23398,tt1231580
28520,tt1086216
132397,tt0005916
38908,tt0443506
42206,tt0077729
26533,tt0035860
25137,tt1183251
22043,tt0277255
18898,tt1242545
26123,tt1407050
40494,tt0049875
27172,tt0066448
17591,tt0048990
49687,tt0058335
51831,tt0139465
44808,tt0120851
121379,tt0016004
41886,tt1185384
24050,tt0790676
94803,tt0016481
156015,tt0066192
94727,tt0017162
132392,tt0139153
114790,tt0038206
36293,tt0194722
26129,tt0179477
110733,tt0028436
96107,tt0033686
89647,tt0015687
27390,tt0096142
122163,tt0199650
352237,tt0119957
25769,tt0806203
14159,tt0986213
25680,tt0070077
36117,tt0318635
43876,tt0027951
63215,tt0084808
54051,tt0129389
80960,tt0025478
97032,tt0083230
148536,tt0032086
64736,tt0813541
23963,tt1226681
35148,tt1512792
26465,tt1144866
51422,tt0218080
60489,tt0214871
16204,tt0847167
23404,tt1210801
20236,tt1182609
148077,tt0944114
42564,tt0048283
65572,tt0095286
25190,tt0051028
22327,tt0403702
19901,tt0433362
28644,tt1206488
24458,tt1300563
13723,tt0926110
15791,tt0858433
28178,tt1028532
291554,tt0105670
149851,tt0099506
14773,tt0446083
147683,tt0078119
25195,tt1216492
20504,tt1037705
33613,tt1343097
57251,tt0418239
85126,tt0068698
123772,tt0102458
4286,tt0074686
21575,tt1235166
104320,tt0147651
4932,tt0061736
39023,tt0946998
187401,tt0115016
25927,tt0976246
14173,tt0419073
28227,tt1503769
31875,tt0258761
44085,tt0425321
58589,tt1543283
26820,tt1185431
119905,tt1143891
24271,tt1107860
52273,tt0271543
95140,tt0321997
179066,tt0026417
37222,tt0057634
87065,tt0089507
20551,tt0109739
28280,tt0368688
26125,tt0402127
26765,tt0949815
5707,tt0250730
323111,tt0233105
26961,tt0390393
126925,tt0006745
1450,tt0806027
101006,tt1002539
52429,tt0028355
81895,tt0110419
148435,tt0049607
46335,tt0781435
18476,tt0892767
15774,tt0367110
20107,tt0472050
12161,tt1224153
164421,tt0051065
101342,tt0119413
41970,tt0093393
21521,tt0092501
44027,tt1233219
143098,tt0120872
31175,tt1244668
22274,tt0929412
4579,tt0068688
32097,tt0075938
83430,tt1318022
13634,tt0023305
144089,tt0078799
40229,tt0085694
10800,tt0944834
277622,tt0906783
25676,tt0485976
44941,tt0105871
25205,tt1320082
17602,tt1379667
14981,tt1247703
45699,tt0329485
17606,tt0974613
25594,tt1393000
25602,tt1182921
40660,tt1380130
101376,tt1334556
49956,tt0104753
43844,tt0030127
15930,tt0995029
65642,tt0028201
63771,tt0035823
52229,tt0029080
2395,tt0463872
21153,tt0800334
83994,tt0115928
5761,tt0841108
57978,tt0082727
23999,tt0075622
