id,imdb_id
8840,tt0116136
278978,tt0118026
124625,tt0117117
11107,tt0116168
16417,tt0111787
70934,tt0112509
10363,tt0054189
161070,tt0115591
10539,tt0116683
10543,tt0116287
18414,tt0116768
47502,tt0116269
11902,tt0114787
27098,tt0113720
25087,tt0112536
5801,tt0048473
896,tt0052572
3065,tt0117128
318177,tt0114616
2300,tt0117705
8069,tt0062711
288173,tt0110061
187851,tt0140614
27768,tt0108181
221917,tt0114307
8072,tt0058898
35797,tt0082206
88030,tt0111430
185191,tt0107727
83857,tt0081759
33245,tt0113443
124460,tt0109491
27281,tt0114048
105045,tt0111613
40001,tt0117104
29621,tt0117688
117730,tt0109751
20762,tt0117774
37144,tt0114736
48260,tt0112604
12656,tt0116289
38867,tt0109593
277270,tt0103095
25969,tt0112368
44103,tt0104046
753,tt0062952
43634,tt0115742
9103,tt0117420
90214,tt0115951
29649,tt0117784
10990,tt0117107
8866,tt0117979
12233,tt0095776
23449,tt0115851
36355,tt0116322
37667,tt0109374
90148,tt0110712
922,tt0112817
11876,tt0113362
52633,tt0073778
62364,tt0112546
11687,tt0108500
9304,tt0117108
73183,tt0113270
131232,tt0333373
9100,tt0115963
20759,tt0116448
46063,tt0116827
365371,tt0114894
32513,tt0112701
40651,tt0113429
36915,tt0116508
40507,tt0117260
9802,tt0117500
25697,tt0116405
21588,tt0109592
664,tt0117998
11867,tt0115624
47119,tt0113145
314352,tt0116559
9323,tt0113568
10280,tt0117894
10535,tt0117723
124613,tt0112586
532,tt0112691
26744,tt0040366
16299,tt0117768
10547,tt0115571
245268,tt0031612
935,tt0057012
55613,tt0103926
215107,tt0105737
41007,tt0113849
35645,tt0113188
110465,tt0042644
255546,tt0109381
275096,tt0104606
85778,tt0110480
11101,tt0108211
9826,tt0117331
9879,tt0117765
63564,tt0116833
22621,tt0113280
7095,tt0116669
26890,tt0116594
46732,tt0113211
124633,tt0114494
202425,tt0094265
196940,tt0105201
77771,tt0070820
181083,tt0084898
41225,tt0063715
188589,tt0109191
87190,tt0114122
627,tt0117951
32872,tt0118523
602,tt0116629
14553,tt0117737
9566,tt0116277
10545,tt0116583
9894,tt0115798
11543,tt0116778
9268,tt0116213
52059,tt0113147
9327,tt0117218
123763,tt0100990
81949,tt0111546
42005,tt0093199
124306,tt0106810
183955,tt0111180
44535,tt0111237
44495,tt0072362
78285,tt0103207
11228,tt0116040
10779,tt0116365
26748,tt0116905
38223,tt0116493
9294,tt0117333
49963,tt0118113
11363,tt0117628
1645,tt0117913
31546,tt0115530
77056,tt0114266
36344,tt0115493
18550,tt0116320
11511,tt0116756
172198,tt0109356
34170,tt0116823
281085,tt0112568
109478,tt0114170
124645,tt0117999
12606,tt0118073
69895,tt0108220
35206,tt0049521
151489,tt0104403
4837,tt0061495
12632,tt0110246
9098,tt0116164
282919,tt0112865
124614,tt0112716
18975,tt0115472
11962,tt0116707
2925,tt0116313
28628,tt0114550
3595,tt0117438
9308,tt0116531
92381,tt0117332
18555,tt0116353
12123,tt0115857
10830,tt0117008
3573,tt0116191
10546,tt0115986
18862,tt0116571
31417,tt0053459
9431,tt0117826
124619,tt0113695
297645,tt0108227
46986,tt0113080
144982,tt0115680
47907,tt0117718
10061,tt0116225
36266,tt0112767
549,tt0115632
10478,tt0117918
66634,tt0104109
213917,tt0100840
145925,tt0107575
100914,tt0042054
238,tt0068646
159,tt0109255
11134,tt0104558
88224,tt0116985
132641,tt0046468
42758,tt0114474
9303,tt0115736
23945,tt0115836
37820,tt0101692
22479,tt0116745
9054,tt0119214
241058,tt0116934
10232,tt0075169
59569,tt0113542
410921,tt0110693
110513,tt0116418
114089,tt0112607
11015,tt0120004
9306,tt0116654
12559,tt0116311
58770,tt0117965
124851,tt0114592
3587,tt0115725
10723,tt0115783
56077,tt0120271
19004,tt0113596
101230,tt0109001
253632,tt0094822
10987,tt0113253
44705,tt0117991
20318,tt0117093
43596,tt0024252
79782,tt1684935
26933,tt0111019
27854,tt0035896
981,tt0032904
872,tt0045152
2769,tt0043278
13320,tt0050419
164,tt0054698
426,tt0052357
567,tt0047396
3078,tt0025316
13528,tt0036855
28288,tt0025164
213,tt0053125
284,tt0053604
239,tt0053291
4808,tt0056923
289,tt0034583
963,tt0033870
11113,tt0058385
6620,tt0047437
804,tt0046250
26531,tt0031580
909,tt0037059
630,tt0032138
770,tt0031381
31044,tt0084370
599,tt0043014
15,tt0033467
62,tt0062622
121357,tt0039428
705,tt0042192
22490,tt0032143
223,tt0032976
25670,tt0032484
303,tt0038787
4174,tt0038109
8356,tt0050105
381,tt0048728
20758,tt0042451
29376,tt0045537
1859,tt0031725
18299,tt0050658
17281,tt0051658
64382,tt0052126
10907,tt0029843
32093,tt0032762
1939,tt0037008
22292,tt0039420
3598,tt0029162
3080,tt0027125
198,tt0035446
13562,tt0028010
1712,tt0049261
220,tt0048028
3529,tt0025878
3085,tt0032599
2897,tt0048960
1585,tt0038650
3083,tt0031679
900,tt0029947
43795,tt0034012
85638,tt0017350
50001,tt0036094
43905,tt0025586
22688,tt0038300
23114,tt0027893
26378,tt0032022
40206,tt0041509
22356,tt0039152
260,tt0026029
43488,tt0038235
22613,tt0036241
10331,tt0063350
488,tt0043265
22733,tt0046414
261,tt0051459
57575,tt0047162
32574,tt0033891
22657,tt0029855
76464,tt0029588
22649,tt0022879
176841,tt0027980
125587,tt0114007
39448,tt0093229
52855,tt0118927
39940,tt0048491
172868,tt0113730
85328,tt0117357
124632,tt0117669
11076,tt0116329
63945,tt0118742
58985,tt0116442
890,tt0114354
10861,tt0117011
1770,tt0117039
44465,tt0117473
2033,tt0116635
18203,tt0115678
9333,tt0116830
47260,tt0115847
9400,tt0117603
9401,tt0115438
12241,tt0115994
25739,tt0083587
161806,tt0116167
11306,tt0116259
9625,tt0116421
10680,tt0116000
6346,tt0115862
18660,tt0072653
35115,tt0047977
14821,tt0072951
14136,tt0064603
10869,tt0071607
22660,tt0050798
19186,tt0055277
31102,tt0054195
6878,tt0107131
15944,tt0053271
18444,tt0054357
20723,tt0059793
173,tt0046672
864,tt0106611
24795,tt0109127
11224,tt0042332
81310,tt0063819
15947,tt0038166
9078,tt0057546
29682,tt0041890
8367,tt0102798
433,tt0058331
11360,tt0033563
11114,tt0076538
12335,tt0066817
12092,tt0043274
10948,tt0082406
11229,tt0116361
15121,tt0059742
562,tt0095016
10163,tt0104692
48862,tt0118044
117036,tt0114597
47199,tt0117582
11159,tt0117589
9591,tt0117887
30500,tt0117924
41843,tt0117791
55058,tt0116928
10938,tt0115640
11412,tt0116908
10586,tt0116409
42314,tt0116913
27845,tt0117958
108365,tt0117400
23223,tt0117202
49471,tt0116404
38153,tt0120107
25147,tt0116722
9716,tt0116242
43777,tt0115600
454,tt0117509
10218,tt0117802
819,tt0117665
38191,tt0117781
56830,tt0116714
11238,tt0115491
27256,tt0043140
31530,tt0029546
66473,tt0028757
28120,tt0039286
1834,tt0037101
26282,tt0044863
37218,tt0109823
252,tt0067992
116356,tt0111622
16372,tt0055018
11561,tt0070707
11302,tt0066808
623,tt0095159
583,tt0079470
12614,tt0084865
21711,tt0068334
11575,tt0059243
475,tt0061418
11331,tt0052027
521,tt0046912
21202,tt0113731
88,tt0092890
500,tt0105236
792,tt0091763
8491,tt0098627
402,tt0103772
10537,tt0101761
11386,tt0104036
9504,tt0104348
15764,tt0084707
601,tt0083866
67365,tt0117577
25842,tt0029992
2119,tt0099371
744,tt0092099
136311,tt0115531
221,tt0048545
702,tt0044081
25750,tt0115885
17642,tt0116859
427043,tt0115870
146341,tt0115684
9305,tt0117040
37616,tt0117284
11112,tt0115580
21612,tt0116378
141210,tt2250194
102461,tt0113057
36998,tt0116581
200383,tt0114622
116844,tt0112907
1630,tt0117318
26626,tt0116422
124837,tt0117320
11816,tt0082846
11843,tt0072081
10379,tt0101775
2756,tt0096754
790,tt0080749
1103,tt0082340
11298,tt0082533
4480,tt0091288
4481,tt0091480
49688,tt0107274
10765,tt0081375
762,tt0071853
44497,tt0116587
85588,tt0112777
278621,tt0116245
99479,tt0116212
55049,tt0117968
124829,tt0116886
79306,tt0117677
356054,tt0112759
10548,tt0118147
531,tt0108598
104931,tt0110173
4483,tt0084589
18919,tt0109781
31556,tt0040427
26167,tt0040723
26174,tt0039881
61461,tt0034493
117500,tt0039004
218713,tt0026465
217802,tt0026656
127973,tt0025799
659,tt0078875
30892,tt0069198
86369,tt0110521
8074,tt0060304
124676,tt0115715
38554,tt0116059
49763,tt0115610
41326,tt0099028
36555,tt0112483
10608,tt0103850
11216,tt0095765
7452,tt0097108
64567,tt0109942
892,tt0101700
1600,tt0101765
26561,tt0101811
975,tt0050825
18129,tt0099703
54405,tt0102014
150823,tt0120121
409,tt0116209
38251,tt0102426
10161,tt0097937
1412,tt0098724
41768,tt0105107
10409,tt0105488
14285,tt0096257
2469,tt0101026
10174,tt0102370
31225,tt0100332
510,tt0073486
11455,tt0078446
1891,tt0080684
2493,tt0093779
85,tt0082971
68,tt0088846
679,tt0090605
429,tt0060196
13446,tt0094336
389,tt0050083
947,tt0056172
185,tt0066921
595,tt0056592
28,tt0078788
335,tt0064116
1892,tt0086190
144,tt0093191
1092,tt0041959
769,tt0099685
348,tt0078748
766,tt0106308
175,tt0095250
539,tt0054215
525,tt0080455
240,tt0071562
600,tt0093058
530,tt0104361
10705,tt0097499
279,tt0086879
3109,tt0045061
311,tt0087843
1578,tt0081398
703,tt0075686
9549,tt0086197
387,tt0082096
9277,tt0070735
343,tt0067185
37291,tt0103130
490,tt0050976
11235,tt0085859
218,tt0088247
763,tt0103873
9665,tt0097441
18971,tt0100519
696,tt0079522
379,tt0100150
207,tt0097165
37247,tt0061722
1480,tt0052311
9322,tt0100263
826,tt0050212
422,tt0056801
829,tt0071315
828,tt0043456
3090,tt0040897
9964,tt0092610
3063,tt0023969
13667,tt0088794
694,tt0081505
235,tt0092005
832,tt0022100
765,tt0092991
5925,tt0057115
11778,tt0077416
4485,tt0082269
137,tt0107048
33,tt0105695
982,tt0056218
8428,tt0100436
212,tt0036613
105,tt0088763
1633,tt0101921
11202,tt0066206
1554,tt0090967
8009,tt0091203
903,tt0061512
11673,tt0099334
3034,tt0072431
339,tt0102536
914,tt0032553
756,tt0032455
288,tt0044706
910,tt0038355
2640,tt0097493
16633,tt0081534
665,tt0052618
11031,tt0088258
11314,tt0085809
15143,tt0094006
89,tt0097576
10322,tt0078841
783,tt0083987
10644,tt0096332
11257,tt0091867
14370,tt0089886
12104,tt0084503
625,tt0087553
8816,tt0089606
830,tt0049223
2323,tt0097351
983,tt0073341
642,tt0064115
655,tt0087884
10341,tt0101458
639,tt0098635
266022,tt0113369
168450,tt0114089
30180,tt0116589
31388,tt0117550
41801,tt0116293
66034,tt0116953
348138,tt0115754
96288,tt0114093
61536,tt0116601
18762,tt0112537
331367,tt0107314
8077,tt0103644
814,tt0082010
41671,tt0103678
27214,tt0085159
52263,tt0115535
33519,tt0106262
16235,tt0083550
11449,tt0078767
41848,tt0099030
25944,tt0071233
24913,tt0090655
49126,tt0075704
32076,tt0092632
571,tt0056869
8851,tt0051418
37843,tt0082083
32146,tt0101492
30346,tt0037549
6114,tt0103874
229,tt0026138
13549,tt0074258
9529,tt0103919
1598,tt0101540
11349,tt0055824
7340,tt0074285
6217,tt0083722
377,tt0087800
653,tt0013442
28198,tt0091651
794,tt0075005
31640,tt0115710
8744,tt0115495
25189,tt0117057
145,tt0115751
2212,tt0119791
199,tt0117731
7863,tt0117631
12498,tt0117666
9279,tt0116705
53234,tt0084116
17204,tt0117293
21539,tt0117372
85589,tt0113557
12709,tt0117477
20539,tt0115988
11674,tt0115433
199512,tt0042354
64900,tt0110171
1573,tt0099423
152,tt0079945
174,tt0102975
172,tt0098382
154,tt0084726
157,tt0088170
168,tt0092007
364,tt0103776
11967,tt0096487
9086,tt0100994
621,tt0077631
9037,tt0084021
10173,tt0100114
55687,tt0115471
168535,tt0117773
8845,tt0105690
46681,tt0052287
578,tt0073195
579,tt0077766
17692,tt0085750
17795,tt0117119
75,tt0116996
13891,tt0115906
9390,tt0116695
378,tt0093822
10896,tt0094155
2322,tt0105435
41240,tt0115633
26949,tt0116621
9819,tt0116999
49799,tt0117691
31908,tt0116410
46027,tt0119783
3179,tt0115641
1802,tt0112769
4232,tt0117571
9361,tt0104691
2928,tt0117038
30285,tt0116240
10549,tt0116477
58102,tt0117690
18451,tt0118163
27265,tt0117091
49935,tt0118100
8818,tt0116250
36758,tt0117364
36040,tt0067959
74239,tt0117028
9415,tt0119731
55146,tt0116506
303693,tt0116640
12145,tt0119115
42424,tt0120550
34314,tt0120390
2892,tt0112362
9404,tt0116704
85242,tt0120414
9622,tt0118708
8860,tt0119664
197537,tt0110425
66597,tt0080714
14832,tt0106535
9619,tt0118928
40506,tt0119644
31000,tt0106266
4104,tt0106387
26306,tt0119937
203829,tt0117907
43775,tt0109949
14908,tt0119640
784,tt0116790
12489,tt0119225
168283,tt0116310
16448,tt0118111
55936,tt0116754
17894,tt0118691
28059,tt0120238
58911,tt0116565
17949,tt0119887
1968,tt0119141
61563,tt0120357
66,tt0118548
20735,tt0120317
11419,tt0120434
333165,tt0118042
25796,tt0120318
638,tt0116922
25624,tt0120036
9366,tt0119008
60083,tt0117544
21915,tt0118750
90928,tt0120014
50091,tt0118762
18420,tt0118859
19952,tt0118702
9446,tt0119432
28005,tt0116743
9403,tt0119951
27322,tt0119572
10003,tt0120053
9311,tt0120152
11844,tt0118064
884,tt0115964
49806,tt0116041
1624,tt0119528
88423,tt0117422
16052,tt0120094
4477,tt0118972
24662,tt0118829
18423,tt0118663
76996,tt0116931
6499,tt0120389
50512,tt0118623
9405,tt0119013
12723,tt0119381
9360,tt0118615
9434,tt0119229
118991,tt0116762
21626,tt0116783
13982,tt0118541
93946,tt0113314
77223,tt0119859
31465,tt0120366
12793,tt0118586
102878,tt0118783
105763,tt0117050
9611,tt0120032
47694,tt0116295
10357,tt0120461
9977,tt0115886
816,tt0118655
2163,tt0118771
124680,tt0115760
16399,tt0115927
124843,tt0117482
31017,tt0120383
24645,tt0105660
49478,tt0120479
12499,tt0119109
18,tt0119116
68545,tt0116643
1811,tt0119809
109614,tt0116920
60082,tt0120190
105045,tt0111613
53023,tt0058985
64802,tt0119578
11239,tt0117615
50850,tt0120087
15321,tt0120394
2058,tt0118556
9450,tt0115744
125021,tt0118964
330,tt0119567
38523,tt0117359
16375,tt0117561
33660,tt0120118
59232,tt0118117
45671,tt0114303
17770,tt0120373
15170,tt0118787
1701,tt0118880
201445,tt0116834
26422,tt0114134
124642,tt0112951
1639,tt0120179
49235,tt0117724
106129,tt0117775
291634,tt0113968
107743,tt0118127
415,tt0118688
47686,tt0119019
65889,tt0120034
11103,tt0116502
11970,tt0119282
34941,tt0119502
407992,tt0116949
8874,tt0119738
17991,tt0105569
11956,tt0115856
266,tt0057345
754,tt0119094
37567,tt0119098
124834,tt0117076
249358,tt0113425
111367,tt0116334
607,tt0119654
18080,tt0119848
38225,tt0120512
17834,tt0120133
686,tt0118884
65046,tt0116930
4421,tt0119173
9387,tt0082198
10603,tt0119190
2142,tt0118887
8413,tt0119081
10336,tt0120177
20737,tt0118570
9413,tt0119896
14585,tt0119361
18519,tt0119152
49462,tt0118818
8834,tt0118883
9458,tt0118966
8854,tt0120207
38295,tt0120112
22073,tt0119311
37244,tt0119509
4961,tt0119675
9416,tt0119695
26180,tt0119086
17832,tt0119484
9772,tt0118571
6072,tt0118531
1669,tt0099810
468,tt0102494
32519,tt0119465
108401,tt0120197
10806,tt0119360
9433,tt0119051
6623,tt0119874
2118,tt0119488
978,tt0120102
9437,tt0119468
29461,tt0120169
56651,tt0119457
10351,tt0120524
66588,tt0120323
2649,tt0119174
14289,tt0119123
10155,tt0120399
75250,tt0119557
20457,tt0119632
18355,tt0118647
33657,tt0120151
55306,tt0120402
68924,tt0119349
36434,tt0120192
2255,tt0118842
28353,tt0119326
9427,tt0119164
172545,tt0116631
17589,tt0119280
3597,tt0119345
1813,tt0118971
36797,tt0120029
12628,tt0119906
33344,tt0119324
25099,tt0119107
45019,tt0120481
63437,tt0120303
62422,tt0120539
782,tt0119177
29911,tt0119095
9827,tt0119891
1959,tt0120257
251481,tt0120529
8067,tt0119535
125052,tt0119338
45153,tt0119080
10871,tt0119210
14398,tt0118900
10890,tt0083131
99002,tt0117221
1281,tt0118689
32332,tt0119327
9770,tt0119592
12616,tt0119832
34838,tt0120275
14905,tt0120490
14583,tt0119527
11975,tt0119978
4995,tt0118749
